"Story","Title","Result","Date","Stability","Duration (s)"
"User curd test","creating user ","SUCCESS","2022-06-06T23:15:56.740+01:00[Europe/London]","0.0","7.72"
"User curd test","update user","SUCCESS","2022-06-06T23:16:06.272+01:00[Europe/London]","0.0","1.32"
"User curd test","Delete user ","SUCCESS","2022-06-06T23:16:07.597+01:00[Europe/London]","0.0","2.49"
